created_at,0
2024-02-23,1
2024-03-20,1
2024-03-25,1
2024-03-30,1
2024-04-05,1
2024-04-07,1
2024-04-13,1
2024-04-19,1
2024-04-23,1
2024-04-24,1
2024-04-27,1
2024-04-28,1
2024-04-29,1
2024-05-01,1
2024-05-24,2
2024-05-25,1
2024-06-09,1
2024-06-18,1
2024-06-24,1
2024-06-25,1
2024-07-14,1
2024-07-29,1
2024-07-30,1
2024-08-07,1
2024-09-04,1
2024-09-05,1
2024-09-06,1
2024-09-14,1
2024-09-21,1
2024-09-28,2
2024-10-08,1
2024-10-09,2
2024-10-13,1
2024-10-15,1
2024-10-30,1
2024-11-07,1
2024-11-21,1
2024-11-28,1
2024-12-16,2
2025-01-01,1
2025-01-09,1
2025-01-24,1
2025-01-31,1
2025-02-02,2
2025-02-17,1
